Program Type,Institution Name,Program Name,Website Address,Description,Location,Cost,Deadline,Application Deadline,Age Eligibility,"Grade, Year in School, Eligibility",Geographic Location,Cost Type,Cost Amount,Special Considerations,STEM,Business/ Economics,Arts/Music,Humanities,World Languages/ Cultures,Leadership,Sports/ Outdoor Adventures,Grade Eligibility,Last Updated Date,Unnamed: 21,AI_Category
Summer Program,,Diversity in Vision Research & Ophthalmology Internship,https://nei.nih.gov/training/diversity_in_research,NIH (National Eye Institute),Internship,"8-12 week program to conduct and support research to help prevent and treat eye diseases and other vision disorders. Please see NIH web page for application instructions. Stipend equivalent to minimum wage or more, depending on assignment.",Flexible start dates May-June,,17 & up,,Greater DC Metro Area,Stipend,,Minority priority,X,,,,,,,,,,Medicine
Summer Program,,The Summer Science Program,https://www.summerscience.org,Summer Science Program,Academic Program,"a 39-day residential enrichment program designed to challenge and inspire highly gifted high school students in an immersion into hands-on research. The program is held at two locations: Program in Astrophysics  is held at New Mexico Tech and Univ. of Colorado Boulder, Program in Biochemistry takes place at Purdue University",,,,10th & Up,Other U.S. States,Cost,See website for detail,Other,X,,,,,,,,,,STEM
Summer Program,,Engineering VOLunteers (eVOL-10),https://tickle.utk.edu/diversity/pre-college/evol10/,"Tennessee, University of",Camp,One week residential introduction to applied sciences and awareness on engineering careers for rising 10th grade.  Emphasis on hands on applications and exposure to and preparation for scientific research.  Families cover transportation costs and a parent must attend orientation/closing awards ceremonies.  Application is online. $75 processing fee if chosen to attend.,6/16-7/24,,,Rising 10th,Other U.S. States,Free,,,X,,,,,,,,,,STEM
Summer Program,,Internships and Other Student Work Opportunities,https://www.nasa.gov/centers/goddard/education/internships.html,NASA Goddard Space Flight Center,Internship,"Summer programs are from May/June to August. Project areas include earth science, heliophysics, astrophysics, planetary science, engineering, communications and technology development.  Internships are held at various locations. For more information,go to https://intern.nasa.gov link and click on the Summer Application link.  ",May/June to August,,16 & up,Rising 11th & Up,Greater DC Metro Area,Free,,,X,,,,,,,,,,STEM
Summer Program,,Research Science Institute (RSI),https://www.cee.org/programs/rsi,The Center for Excellence in Education,Research,"RSI scholars participate in a week of intensive STEM classes. This is followed by a five week research internship where students conduct individual projects under the tutelage of mentors who are experienced scientists and researchers. During the final week, students prepare written and oral presentations on their research projects. The program is held at MIT. Transportation not included.  $65 application fee. See website for details and deadlines.",6/23-8/3,,,Rising 12th,Other U.S. States,Free     $65 application fee,,,X,,,,,,,,,,STEM
Summer Program,,High School Startup Incubator (formerly Catapult Ideas) ,https://www.quarterzero.com/apply,Quarter Zero,Internship,"Quarter Zero, provides a structured, immersive, real-world learning experience for students with a drive and curiosity for solving problems. The program provides participants with an unprecedented, immersive entrepreneurial experience. Students gather for three four-day intensives, each time in an entrepreneurial-focused city. Between sessions, the ventures are refined and iterated on with the guidance of advisors. The incubator culminates in a Demo Day where founders pitch to judges in the hopes of gaining valuable feedback, new mentors, and prospective seed-level investments. Application is opened for Summer 2019 Incubators. Applications are reviewed on a rolling basis until the cohorts are full so apply as soon as possible. See website for more details.",7/8-8/4 (Multiple weeks available during this timeframe),,,"9th, 10th, 11th, and 12th",other U.S. States,,"$6,800 Tuition and fees. Scholarships are available",,,X,,,,X,,,,,Business
Summer Program,,Neighborhood Excellence Student Leaders Program,https://www.bankofamerica.com/studentleaders,Bank of America,Internship,"8-wk paid internship w/ local non-profit organization (start date determined on indiv basis). Includes week in July (07/08/19-07/13/19) in DC at Student Leadership Summit (free as part of the program). Learn how nonprofits, government & businesses partner in the community. Apply online.",07/08-07/13,,16 & up,current Juniors & Seniors,Greater DC Metro Area,Salary,,,,,,,,X,,,,,Business
Summer Program,,Engineering Innovation (EI),https://ei.jhu.edu/,Johns Hopkins Whiting School of Engineering,Academic Program,"Engineering Innovation is a 4 or 5 weeks (depending on the site) summer program  with hands-on lab activities in the fields of chemical, electrical, mechanical, civil engineering, materials science, and robotics.  Completion of  prerequisite courses is required for application, multiple sites in Maryland and DC area.  See website for details.",6/24 – 7/19,,"born between July 21, 2001 and June 23, 2004",Rising 11th and 12th,Maryland and DC,Cost,see website for detail,,X,,,,,,,,,,STEM
Summer Program,,Summer Talent Academy for Professions in Health (STAPH),http://staph.truman.edu,Truman State University,Academic Program,The Summer Talent Academy for Professions in Health (STAPH) offers highly-talented students interested in science and health a head start on college life and future careers in medicine and allied health professions. Students live on campus and work and learn in the healthcare and medical facilities. They address real problems confronted by healthcare professionals.  Nominations due Nov 30. 2018,6/16-6/22 Nominations due Nov 30. 2018,,,"9th, 10th & 11th ","Kirksville, Missouri",Cost,$900 / week ,,X,,,,,,,,,,Medicine
Summer Program,,Summer Internship Program,https://www.givology.org/get-involved/internships/,Givology,Internship or Research,"Unpaid internship for online, nonprofit firm. PR, marketing, communications, fundraising, finance, tech mgmt, translation. Min. duration of 3 weeks, at least 10 hrs/wk. Two internships available: Development or Research. Send application to info@givology.org.  See website for details.",Summer (3+ weeks - flexible dates),,14 & up,Rising 9th & Up,,Free,,,X,,,,,,,,,,Civics
Summer Program,,The Science and Engineering Apprentice Program (SEAP),https://www.usaeop.com/programs/apprenticeships/seap/,Army Educational Outreach Program (AEOP),Internship,"Apprenticeships in science and engineering at Department of Defense laboratories through summer research and engineering experiences. Program dates, age and grade requirements vary by lab. Check website for deadline date (some sites have an earlier deadline date).","Program dates, age and grade requirements vary by lab.",,,,MD & VA,Stipend,2000,U.S. citizen or permanent legal residents,X,,,,,,,,,,STEM
Summer Program,,Aspiring Scientists Summer Internship Program,http://assip.cos.gmu.edu,George Mason University,Internship,"Perform scientific research at George Mason University's Fairfax & Prince William campuses in proteomics, genomics, neuroscience, biochemistry, environmental biology and more. Program runs for 7.5 weeks.",6/3 or 6/17 - 8/9,,16 & up,,Greater DC Metro Area,Free,,,X,,,,,,,,,,STEM
Summer Program,,Women's Technology Program,http://wtp.mit.edu,MIT Massachusetts Institute of Technology,Academic Program,"Rigorous four-week summer academic and residential experience for female students to explore engineering and computer science. Program designed for girls who have already demonstrated their ability to excel in math and science, but who have very little or no prior background in engineering or computer science. Scholarships available based on financial need.  See website for details.",6/29-7/27,,,Rising 12th,Other U.S. States,Cost,$3500 free for lower income families,Female,X,,,,,,,,,,STEM
Summer Program,,Youth Conservation Corps,http://www.dcr.virginia.gov/state_parks/ycc.shtml,Virginia State Parks Youth Corps,Paid Job,"Three week residential program working on park conservation and development projects at various parks. Students can choose session but not park. Room and board and camp t shirt provided. At the completion of the program, interns receive $500.",6/23-7/13 or 7/21-8/10,,14 & up,Rising 9th & Up,VA Out of Metro Area,Stipend,,,X,,,,,X,X,,,,Civics
Summer Program,,Summer Student Program (SSP),https://www.jax.org/education-and-learning/high-school-students-and-undergraduates/learn-earn-and-explore,The Jackson Library,internship,"The SSP is a ten-week research internship in mammalian genetics and genomics. Internships are offered at The Jackson Laboratory (Bar Harbor, Maine), and the Jackson Laboratory for Genomic Medicine (Farmington, Connecticut). Students will conduct independent research as part of a lab team seeking to advance our understanding of the causes and treatment of disease. Students may select from a range of projects including bioinformatics, computational biology, genomics, developmental, neurobiology, reproductive biology, metabolism, immunology, aging, cancer, and many more. See website for more details.",6/1-8/9,,16 & up,current Juniors & Seniors,Other U.S. States,Stipend,,,X,,,,,,,,,,Humanities
Summer Program,,Summer Internships,https://www.smithsonianofi.com/internship-opportunities/,Smithsonian Institution - National Science Resources Center,Internship,Part of Smithsonian Institute. List of internship opportunities. Application deadlines vary with the specific internship. See website for deadlines and opportunities.,Dates vary by internship,,16 & up,,Greater DC Metro Area,Free,,,X,,,,,,,,,,STEM
Summer Program,,Al Neuharth Free Spirit and Journalism Conference,https://www.freedomforuminstitute.org/initiatives/al-neuharth-free-spirit-and-journalism-conference/,Newseum Institute,Conference,"For rising Seniors who have a passion for journalism. Recipients will attend a five-day, all-expenses-paid journalism conference at the Newseum in Washington, D.C. and will be awarded college scholarships. See website for application instructions.",6/14-6/20,,,Rising 12th,Greater DC Metro Area,Free,,,,X,,,,,,,,,Communications
Summer Program,,Summer Seminar,https://www.academyadmissions.com/admissions/outreach-programs/summer-seminar/,U.S. Air Force Academy,Academic Program,Gain an understanding of the challenges and rewards of an Air Force Cadet. 5 day program. Apply online from 12/1/2018 to 1/15/2019. See website for more details.,6/10-6/14 or 6/17-6/21,,,Rising 12th only,Other U.S. States,Cost,300,Attendees responsible for travel to Air Force Academy,X,,,X,,X,,,,,STEM
Summer Program,,Iacocca Global Entrepreneurship Intensive,https://global.lehigh.edu/iacocca,Lehigh University,Academic Program,"A four-week program that exposes high school students to the topics of entrepreneurship, globalization, team building, project management, leadership and working within a culturally diverse environment. (Formerly The Pennsylvania School for Global Entrepreneurship)",6/30 – 7/27,,16 & 17,10th & 11th,Other U.S. States,Cost,4250,,,X,,,,X,,,,,Business
Summer Program,, Health Career Scholars Academy (UPHCSA),http://hcsa.pitt.edu/,"Pittsburgh, the University of",Academic Program,"A four-week program that introduces high school students to the world of health care, including issues of primary care, prevention, public health, career exploration, human growth and development, and areas of practice.",6/30-7/27,,15 & up,10th & 11th,Other U.S. States,Cost,2950,,X,,,,,,,,,,Medicine
Summer Program,,Telluride Association Sophomore Seminar (TASS),https://www.tellurideassociation.org/our-programs/high-school-students/sophomore-seminar-tass/,Telluride Association,Academic Program,"TASS is a challenging, six-week summer seminar on topics related to critical Black and ethnic studies. The seminars will be held at Cornell University and the University of Michigan. Apply online.  Students are responsible for travel costs.  Need-based aid may be available. See website for details. ",6/23-8/30,,,Current 10th,Other U.S. States,Free,,,,,,X,,X,,,,,Humanities
Summer Program,,Summer Scholars,https://precollege.nd.edu/summer-scholars/,"Notre Dame, University of",Academic Program,Two-week summer program with academic tracks to satisfy any student’s thirst for knowledge. Many programs to choose from.  Successful completion can earn one college credit.  See website for details and costs. Limited need based aid may be available; see website for application and deadlines.,6/22 - 7/6,,16 & up,Rising 11th & 12th,Other U.S. States,Cost,$3500 (Financial Aid application deadline 11-Feb-19),,X,X,X,X,,,,,,,Humanities
Summer Program,,Leadership Seminars,https://precollege.nd.edu/leadership-seminars/,"Notre Dame, University of",Academic Program,"Ten-day summer seminar for students interested in American Arts, Popular Culture, and Social Change, Global Issues – Towards a Just Peace, and Science, Ethics and Responsibility. All Expenses Paid except application fee. One college credit.  Online application; see website for details.",7/13 - 7/24,,,Rising 12th,Other U.S. States,Cost,200,,,,,X,,X,,,,,Civics
Summer Program,,Bronfman Youth Fellowships in Israel,http://www.bronfman.org,Bronfman Youth Fellowships in Israel,Other,"Students of Jewish background, age 16 by July 1. Five week summer fellowship program limited to 26 outstanding teenagers involving travel to and study about the land and people of Israel. The fellowship year continues with seminars in Dec.& April in NY. See website for details.",7/1 - 8/7,,16 & up,Rising 12th,Outside U.S.,Free,,Jewish,,,,,X,X,,,,,Humanities
Summer Program,,Launch Summer (Entrepreneurship) Program,https://launchx.com/summer-program/,MIT Launch Program,Camp,"4 week program to give students the training and resources to start a business. To be held at MIT, taught by LaunchX staff, experienced entrepreneurs, business professionals, and university instructors.   Early Admissions Deadline: 12/21/18. Regular Admissions Deadline: 02/25/19.",Summer ,,,Current 9th & Up,Other U.S. States,Cost,6095,,,X,,X,,X,,,,,Business
Summer Program,,Summer Science Research Program (SSRP),https://www.rockefeller.edu/outreach/lab-initiative/summer-science/,Rockefeller University,Research,"The program provides high school students with a unique and personalized opportunity to conduct hands-on research under the mentorship of leading scientists at one of the world's premier biomedical research facilities. During this rigorous 7-week program SSRP students become immersed in scientific culture while gaining an appreciation for the process of biomedical discovery. Through a combination of laboratory experimentation, interactive lectures, and dynamic coursework, students will learn fundamental research techniques, become better acquainted with scientific peer-reviewed literature, and improve critical thinking. Program is free but student needs to pay for housing, meals, and transportation. Need-based stipends may be available. See website for details.",6/24 - 8/8,,16 & Up,,Other U.S. States,Free,,,X,,,,,,,,,,STEM
Summer Program,,Explainer Program,https://airandspace.si.edu/support/get-involved/student-jobs,National Air and Space Museum,Service Opportunity,"Conduct science demonstrations on aviation and space exploration work with the Discovery Station program, assist with special events during the year. Training is provided. They work at least 15 hours each month. High school students start as volunteer Explainers. After completing 100 volunteer hours, high school students may be considered for paid status based on their performance.",No specific start or end dates,,16 & up,,Greater DC Metro Area,Free,,,X,,,,,,,,,,STEM
Summer Program,,Academic/Mentorship/Language/Visual and Performing Arts,http://www.doe.virginia.gov/instruction/governors_school_programs/summer_residential/index.shtml,Virginia Summer Residential Governor's School,Academic Program,"Summer Residential Governor’s Schools provide gifted high school juniors and seniors with intensive educational experiences in visual and performing arts; humanities; mathematics, science, and technology; or through mentorships in marine science, medicine and health sciences, or engineering..","6/23-7/20, 6/30-7/27, 7/7 - 8/3. Dates vary by program.",,,11th & 12th grade,VA Out of Metro Area,Free,,,X,,X,X,,,,,,,Art
Summer Program,,Telluride Association Summer Program (TASP),https://www.tellurideassociation.org/our-programs/high-school-students/summer-program-juniors-tasp/,Telluride Association,Academic Program,"TASP is a six-week educational experience for high school juniors focussing on critical inquiry, self-governance, and service.  Telluride students, or TASPers, chose to attend one of six session held at University of Maryland, Cornell University, and University of Michigan where they participate in public-speaking program, attend lectures by guest speakers, and hold other social and intellectual activities as a community. Students may apply directly online.  See website for details.",6/23-8/3,,,Current 11th,Other U.S. States,Free,,,,,,X,,X,,,,,Humanities
Summer Program,,2019 Internship/Volunteer,https://www.smithsonianofi.com/internship-opportunities/,Smithsonian Institution,Internship,"Please see website for full details. Many exciting opportunities for summer, spring break and throughout the year. Application dates vary. Internships can be at any of the Smithsonian locations around the DC area, and may include the summer camps for young children.",Varies ,,14 & up,,Greater DC Metro Area,Free,,,X,,X,,,,,,,,Humanities
Summer Program,,Amigos de las Americas,https://dc.amigosinternational.org,Amigos de las Americas Washington DC Chapter,Overseas,"Opportunity to live in a new country and work on sustainable community service projects while living with a host family.  Program ranges 2 to 8 weeks.   Early application deadline Nov. 5th, 18; Regular deadline Dec 3rd, 18. ",Dates vary by program.,,16 & up,Rising 11th & Up,Outside U.S.,See website for cost and fundraising information,,,,,,,X,X,,,,,Civics
Summer Program,,Leadership Intern Program,https://www.invent.org/programs/leadership-intern,Camp Invention,Internship,"Looking for an opportunity to develop leadership skills, volunteer and build a resume that will set you apart from the crowd? Intern with Camp Invention! The program will empower you to build leadership and communication skills while impacting the lives of young innovators and creative thinkers in your community!  See website for details, application, and locations.",Dates vary,,,10th & Up,VA,,,,X,,,,,X,,,,,Civics
Summer Program,,OLAB (Opportunities to Learn About Business),https://www.wabash.edu/olab,Wabash College,Camp,Free 1 wk introduction to business and the market economy. Highlight of program is a business simulation where teams run their own business competing against other teams. Students are required to provide their own transportation.,7/7-7/13,,,Rising 12th & Up,"On the campus of Wabash College in
Crawfordsville, Indiana.",Free,,,,X,,,,x,,,,,Business
Summer Program,,The Sorensen Institute High School Leaders Program (HSLP),https://sorenseninstitute.org/high-school-leaders-program,The Sorensen Institute ,Leadership,"The program offers concentrated study in Virginia politics and government for high school students from across the state.  The program will take place at UVA on July 13-27, 2019.  Please see websites for details.",7/13-7/27,,16 & up,Rising 11 and up,UVA,Cost,2650,,,,,,,X,,,,,Civics
Summer Program,,Simons Summer Research Program,https://www.stonybrook.edu/simons/,Stony Brook University,Internship,"gives academically talented, motivated high school students the opportunity to engagein hands-on research in science, math or engineering at Stony Brook University. SimonsFellows work with distinguished faculty mentors, learn laboratory techniques and tools,become part of active research teams, and experience life at a research university.",6/27 - 8/9,,16yrs old ,Junior year,Stony Brook Univ in NY,Cost,TBA,US citizens and/or permanent residents,X,,,,,,,,,,STEM
Summer Program,,Student Leadership Development Program,https://www.fcps.edu/node/31703,Fairfax County School Board,Cohort,"Sophomores and Juniors  interested in careers in law, government or public service, are invited to participate in the School Board’s Student Leadership Development Program.  Students will participate in several School Board events throughout the year, work with School Board members and gain valuable experience in leadership and decision-making.  Students who would like to participate should submit an application and one-page statement of interest to the principal by Oct 15, 2018.  ",,,,10th & 11th,VA,Free,,,,,,,,X,,,,,Civics
Summer Program,,Volunteer,https://fairfaxmasternaturalists.org/2018/08/fall-volunteer-opportunities-at-hidden-oaks-nature-center/,Fall Opportunities at Hidden Oaks Nature Center,Service Opportunity,"Hidden Oaks Nature Center is looking for someone 16 or older to work at the front desk on Sundays from 12:00-2:30pm or 2:30-5:00pm.  Main duties would be greeting visitors, answering the phone and taking messages.  Ideal commitment would be for 6 month but students can work every other week if they prefer.  Interested students may contact Fiona Davies at fiona.davies@fairfaxcounty.gov or call 703-941-1065",,,16 & up,,Local,,,,,,,,,,,,,,Civics
Summer Program,,The Washington Journalism and Media Conference,https://wjmc.gmu.edu/,George Mason University,Other,"Outstanding current 10th and 11th grade students are nominated (or self-nominated) to be National Youth Correspondents based on a demonstrated interest in journalism & media, & the ability to be exceptional representatives for their states and high schools. Min GPA 3.5, demonstrated interest in journalism. Receives one college credit. Partial need based scholarship deadline December 07, 2018. Check website for details",7/7-7/12 or 7/14-7/19,,,10th & 11th,"GMU campus Fairfax, Va",Cost,2100,,,X,X,,,X,,,,,Communications
Summer Program,,Washington Youth Summit on the Environment,https://wyse.gmu.edu/,George Mason University,Other,"The Summit is a hands-on, interactive program that provides America’s highest achieving high school students with an interest in the environment, conservation and sustainability, and with the desire to explore careers in the fields of environmental science, conservation, policy, law and engineering, with a remarkable opportunity. Students are nominated (or self-nominated). Min GPA 3.5. Partial need-based scholarships deadline December 07, 2018.  Check website for details.",6/23-6/28,,,10th & 11th,"GMU campus Fairfax, Va",Cost,2100,,X,,,,,,,,,,Civics
Summer Program,,PRIMES-USA,http://math.mit.edu/research/highschool/primes/program/apply.php,MIT Massachusetts Institute of Technology,Research,"PRIMES-USA  is a free year-long program open to juniors that offers original mathematics research projects provided by MIT faculty and mentored by MIT graduate students via the Internet, using software and hardware tools for online collaboration. Attend annual PRIMES conference at MIT and submit your project to science competition.",1/1-12/31,,,11th,Other U.S. States,Free,,,X,,,,,,,,,,STEM
Summer Program,,Fairfax County Youth Leadership Program (FCYLP),https://www.fairfaxcounty.gov/budget/youth-leadership,Fairfax County Government,Internship,"The Fairfax County Youth Leadership Program is designed to educate and motivate high school students to become engaged citizens and leaders in the community. The Program was established to reach the next generation of citizens and to increase and enhance positive public awareness, participation in local government, and exploration of careers in public service. During a one year period, the program includes a series of monthly sessions about County government, work assignments related to each sessions, a three-weeks summer internship in a County agency and a presentation to middle school civics classes.",7/8-7/26 (summer internship),,,Current 11th,VA,Stipend-student will earn $1000,1000,,,,,X,,X,,,,,Civics
Summer Program,,Virginia Earth Systems Science Scholars (VESSS),http://vsgc.odu.edu/VESSS/,NASA/VESSS,Academic Program,"The Virginia Earth System Science Scholars (VESSS) program is an interactive online science, technology, engineering and mathematics learning experience for Virginia high school juniors and seniors, highlighted by a seven-day residential summer academy at NASA Langley Research Center in Hampton, Virginia. Students selected to participate in the program are immersed in NASA-related research through interaction with scientists, engineers and technologists.",6/22 – 6/28 or 7/13-7/19 Dec-May (on-line coursework).  Summer internships dates vary,,,11th & 12Th,VA,Free,,"For Online course, US resident or citizen. For Summer Academy at NASA Langley Research Center, US citizen.",X,,,,,,,,,,Error
Summer Program,,VASTS,http://vsgc.odu.edu/VASTS/,Virginia Aerospace Science and Technology Scholars,Academic Program,"The Virginia Aerospace Science and Technology Scholars (VASTS) program is an interactive on-line science, technology, engineering and mathematics learning experience, highlighted by a seven-day residential summer academy at NASA Langley Research Center in Hampton, Va. Students selected to participate in the program are immersed in NASA-related research through interaction with scientists, engineers and technologists.",Dec-May (on-line coursework).   Programs dates vary.,,16 & up,11th & up,VA Out of Metro Area,Free,,"US Citizens, VA resident",X,,,,,,,,,,Error
Summer Program,,SEAP,http://seap.asee.org/,SEAP-NAVY/ASEE,Internship,The Science and Engineering Apprenticeship Program (SEAP) provides an opportunity for high school students to participate in research at a Department of Navy (DoN) laboratory during the summer.,8 (continuous) week program.,,16 & up,Rising 10th & Up,Greater DC Metro Area,Stipend,"$3500 new students, $4000 returning students",U.S. citizen,X,,,,,,,,,,Error
Summer Program,,NSLI for Youth,https://www.nsliforyouth.org,NSLI for Youth (National Security Language Initiative for Youth),Academic Program,US State Department study abroad scholarship program to study less commonly taught languages. Previous language study not required. Part of a U.S. government initiative that prepares American citizens to be leaders in a global world. See website for details.,Mid to late June thru early to late August.,,15 & up,9th and up,Outside U.S.,Free,,US citizen,,,,,X,,,,,,Error
Summer Program,,"Higher Education Research Experiences (HERE)
at ORNL for entering college freshmen 2019",https://www.zintellect.com/Opportunity/Details/ORNL-HERE-EF-2019,Oak Ridge National Laboratory - Tenn,Research,"Apply through the zintellect.com site.  Choose from 6 disciplines of research.  Once application is complete, students can reach out via email to contacts in those areas.  Stipend and housing allowance for students and a limited travel reimbursement for students whose permanent address is more than 50 miles from Oak Ridge.",Flexible start and end dates.,,18 by June 1,12th & Up,Tennessee,Salary,,,X,,,,,,,,,,Error
Summer Program,,Cornerstones Program,https://www.cornerstonesva.org/,Herndon Resource Center,Service Opportunity,"Cornerstones is a nonprofit organization that promotes self-sufficiency by providing support and advocacy for those in need of food, shelter, affordable housing, quality childcare, and other human services. See website for details about the current volunteer opportunities.",Dates vary by service opportunity.,,,,VA,Free,,,,,,,,X,,,,,Error
Summer Program,,Internship,https://www.kashmirworldfoundation.org/internships,Kashmir World Foundation,Internship,"Kashmir World Foundation develops sustainable projects with an emphasis on the importance of education, training, employment to empower communities to protect their environment and endangered species.   See website for details about the current internships opportunities.",Dates vary by internship.,,,,,,,,,,,,,,,,,,Error
Summer Program,,Summer Service Adventures Programs,https://www.globalworkstravel.com/summer-service-adventures/,Global Works,Service Opportunity,"Community service-based, adventure travel programs ranging from 15 to 28 days in 17 countries around the world. Programs divided into 3 categories: Global Action, Language Immersion and Enrichment. See website for details.",Dates vary by program.,,14 & up,Rising 9th & Up,Outside U.S.,Cost,Varies,,,,,,X,,X,,,,Error
Summer Program,,Hospital Elder Life Program (HELP),https://www.inova.org/healthcare-services/senior-services/during-your-hospital-stay/help/index.jsp ,"Inova Fairfax Hospital, Inova Loudoun Hospital, and Inova Alexandria Hospital",Volunteer,"HELP volunteers offer assistance and activities that keep elderly patients mentally and physically active, which greatly helps their recovery.   Volunteers need to be at least 15 years old and must commit to at least one 3-hour shift per week.  Visit the website for more info.",Flexible dates year round (3 hours per week minimum).,,15 & up,,Greater DC Metro Area,Free,,,,,,,,,,,,,Error
Summer Program,,Internships,http://fairfaxdemocrats.org/about/summer-internships/,Fairfax Co Democratic Committee Summer Intern,Internship,"The interns help get organized by contacting voters, improving contact data, helping with mailers, making campaign buttons, working at events like rallies, parades, fairs, and festivals. The interns meet elected officials, go on field trips to the US Capitol and pick up good job experience that can pay off when they get out of school.",Dates flexible.,,14 & up,Rising 9th & Up,Greater DC Metro Area,Free,,,,,,,,X,,,,,Error
Summer Program,,Four Star Leadership,https://www.fourstarleader.com ,Four Star Leadership,Camp,"Students receive policy briefings and resolve issues in a model Student Congress. Program takes place on the Oklahoma Christian University Campus and is built around the core principles of character, common vision, communication and caring. Costs covered by sponsors and scholarships.",7/14-7/19,,16 & up,Rising 10th & Up,Other U.S. States,Free,,,,,,,,X,,,,,Error
Summer Program,,Internship Program,https://www.jcvi.org/internship-opportunities,J. Craig Venter Institute,Internship,"Paid research internship at the Rockville Maryland location or the La Jolla, CA location. Summer 2018 internship positions will be posted in the February/March timeframe. All positions are posted on a rolling basis.  See website for details.",6/24- thru August,,16 & up,11th grade,Greater DC Metro Area,Salary,,,X,,,X,,,,,,,Error
Summer Program,,DigiGirlz,https://www.microsoft.com/en-us/diversity/programs/digigirlz/default.aspx,Microsoft Summer Camp,Camp,Two to four day free programs for female students. Various sessions and locations in US. Applicants are responsible for lodging and transportations to the camp if live outside of the camp area.  See website for details.,**DATES COMING IN JAN '19**,,,Rising 9th & Up,Other U.S. States,Free,,Female,X,,,,,,,,,,Error
Summer Program,,TIC Summer Camp,http://ticcamp.com/staff/apply-for-a-job/ ,TIC Summer Camp,Paid Job,Various counselor positions for seniors at TIC summer camp. See website for details. Do not apply unless you are available the whole summer.,Mid June thru 8/16,,18 & up,12th and up,Greater DC Metro Area,Salary,,,X,,,,,,X,,,,Error
Summer Program,,Passport in Time,http://www.passportintime.com,Lehigh University,Service Opportunity,"Volunteer archaeology and historic preservation program at National Forests and Federal public lands throughout the U.S. Program is free, but participants must pay for travel, lodging, meals, etc. Some programs available for students under 18. See ""Kids Friendly Project"" listing on the web page.",Dates vary by programs,,18 & up,,Other U.S. States,Free,"Program is no cost but travel, lodging, meals, etc are not provided",under 18 with an adult,X,,,,,,X,,,,Error
Summer Program,,Teen Council,https://www.freersackler.si.edu/visit/for-teens/,Smithsonian - Freer and Sackler Galleries,Asian Art Internship; Outreach Council,12 teens plan and host events that bring DC area teens to the Freer and Sackler Museums. Students must be available during school year and summer.  See website for info and to apply for the 2019-2020 Teen Council.,,,13-19,"10th, 11th and 12th",Greater DC Metro Area,Paid $600 program award or community service hours,,Minority,,,X,,X,X,,,,,Error
Summer Program,,BHAVI Educational Research Program https://www.brainhealthalliance.org/          ,https://www.brainhealthalliance.org/BhaviProgram/Programs2019,Brain Health Alliance Virtual Institute,Internship,"This is a virtual program that allows participation through televideo conferencing from home or school. Students interested in brain imagery and computer sciences are encouraged to apply. Research in the following fields may be considered: mathematics, statistics, computational science and engineering, biomedical signal and image processing, imaging informatics, biomedical informatics, clinical research informatics, digital graphic arts, software user interface engineering, human machine interface engineering, haptics for virtual reality, robotics for prosthetics, biomimicry for biomimetics, web-enabled database engineering, distributed systems and/or mobile computing Selected applicants, who demonstrate financial need, may receive $1000 educational stipends as funded students for their participation in BHAVI 2018. Non-funded students will pay tuition fees of $4000 for BHAVI 2018 if accepted into the full-time summer quarter.  See website for details and application requirements.","12/21/2018 - 09/22/2019

Online/Remote Conference",,,,,,,,X,,,,,,,,,,Error
Summer Program,,All Math Summer Camp for H.S. Girls,http://www.math.unl.edu/programs/agam,"Nebraska - Lincoln, University of",Camp,"Students must have completed high school geometry.  Week long program includes interesting mathematics session each morning and afternoon, problem sessions following each class and evening activities.  Registration fees vary. Scholarship available for need.  See website for application and details.",July 14-20,,,Rising 10th & Up,Other U.S. States,Cost,$350-   $500,Female,X,,,,,,,,,,Error
Summer Program,,Student Programs,https://www.mitre.org/careers/student-programs/co-ops-interns,MITRE,Internship,Interns work on projects such as exploring ways to improving air traffic control system or improving affordability and accessibility of healthcare.  See website for detail.,Varies ,,,,,,,,,,,,,,,,,,Error
Summer Program,,ASM Materials Summer Camp,https://drexel.edu/engineering/academics/high-school-programs/materials-camp/,Drexel University,Camp,"A week-long, hands-on academic day camp designed to introduce high school students to the exciting and important field of materials science and engineering, held in Drexel University, Philadelphia. Students responsible for their own housing and transportation.","June 25 - 29, 2018",,,Rising 11th & Up,Other U.S. States,Free,,,X,,,,,,,,,,Error
Summer Program,,Vernon L. Smith High School Workshop in Experimental Economics,http://www.chapman.edu/research-and-institutions/economic-science-institute/conferences-and-workshops/high-school-workshop.aspx,Chapman University: Economic Science Institute,Academic Program,"One-week long workshop on experimental economics. The goal is to cultivate interest in economics and introduce students to economics as an observational science with new topics, problems, and experiments. This workshop does not assume any previous study in economics. The program is free of cost, but participants must pay for transport to Chapman University and room and board while they are there.","Monday, June 24 through Friday, June 28, 2019",,,Rising 11th & Up,Other U.S. States,Free,,,,X,,,,,,,,,Error
Summer Program,,Earthwatch Expeditions,https://earthwatch.org/Education/Teen-Expeditions,Earthwatch Institute,Research,Students are able to work for 1-2 weeks on peer reviewed scientific field research with team of research professionals. Worldwide locations.,Varies ,,15 to 18,,U.S. and Outside U.S.,Cost,Varies $1750-$3975,,X,,,,,,X,,,,Error
